season,episode_num,title,description,duration,published_date,url,explicit
2012,456,Reap What You Sow,"",60,"Jan 27, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=456,""
2012,457,What I Did For Love,"",60,"Feb 10, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=457,""
2012,458,Play the Part,"",60,"Feb 17, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=458,""
2012,459,What Kind of Country,"",60,"Mar 2, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=459,""
2012,460,Retraction,"





",60,"Mar 16, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=460,""
2012,461,Take the Money and Run for Office,"

",60,"Mar 30, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=461,""
2012,462,Own Worst Enemy,"",60,"Apr 13, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=462,""
2012,463,Mortal Vs. Venial,"",60,"Apr 27, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=463,""
2012,464,Invisible Made Visible,"Ira Glass's sister once met David Sedaris, and commented that he was much nicer than she thought he would be, given his writing. David replied, ""I'm not nice, just two-faced."" In this story, David shares the thoughts running through his head as he attempts to buy a cup of coffee. His most recent book is Let's Explore Diabetes With Owls. (8 minutes)

",60,"May 18, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=464,""
2012,465,What Happened At Dos Erres,"Habiba's story continues. Nearly 16 years after investigators first started looking into the Dos Erres massacre, a prosecutor tracks down Oscar and asks him to take a DNA test to see if he is a survivor. But they find out much more. (25 minutes)

Photos from Matthew Healey for ProPublica and Alex Cruz/El Periodico de Guatemala:

",60,"May 25, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=465,""
2012,466,Blackjack,"",60,"Jun 8, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=466,""
2012,467,Americans in China,"",60,"Jun 22, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=467,""
2012,468,Switcheroo,"",60,"Jun 29, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=468,""
2012,469,Hiding in Plain Sight,"",60,"Jul 13, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=469,""
2012,470,Show Me The Way,"",60,"Jul 27, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=470,""
2012,471,The Convert,"",60,"Aug 10, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=471,""
2012,472,Our Friend David,"David Rakoff died a week ago, on August 9th. He’d appeared on This American Life 25 times, first in 1996, during the third month of the show; his last appearance was just three weeks ago.  He was on the program so often that in putting together this week’s show, we realized we could tell a lot of his life story, simply through things he said on the show.  So this week we do just that, with excerpts from some of his favorite stories over the years:  

65: Who’s Canadian?
David on how he tried to pass as a local once he moved from Toronto to New York. He claims that there must be a chip in his head — or something like it — that automatically tells him when someone or something famous is Canadian.

116: Poultry Slam 1998
David writes about how his life changed after a single evening spent with 5000 chickens.

241: 20 Acts in 60 Minutes
Working at an advertising agency in Japan in the early ‘80s, David scoffed at their computer “network.”

156: What Remains
David’s first battle with cancer came at age 22. Years later, he wrote about the experience. 

208: Office Politcs
Recalling the years when he worked low-level publishing jobs, David describes the life of a writer who doesn’t actually write.

We hear an excerpt from one of Terry Gross’ interviews with David on Fresh Air, and a never-before-aired story about the Broadway musical Rent.

SONG: ""BLUES FOR BILLIE BASIE"", BEN WEBSTER 



12: Animals
The first time David appeared on our show was in a courtroom radio drama. He played a cat who was also the prosecuting attorney.

470: Show Me The Way
A story David co-wrote and performed with Jonathan Goldstein, originally for the CBC’s Wiretap, about a man who believes he’s turning into a cockroach and reaches out to a famous doctor for advice. Except the doctor will only respond in rhyme. David plays the doctor.

389: Frenemies
David demonstrates — in rhyme — how to make a wedding toast for people you never wanted to see married in the first place. 

The show also includes never-before-heard excerpts from David’s newest book, Love Dishonor, Marry, Die; Cherish, Perish…A Novel by David Rakoff. David recorded these less than two weeks before he died. The book comes out next year. David’s other books are Don’t Get Too Comfortable, Fraud, and Half Empty. 

",60,"Aug 17, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=472,""
2012,473,Loopholes,"



",60,"Aug 24, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=473,""
2012,474,Back to School,"

We then turn to the question of what can schools can offer to kids like
Kewauna, and whether non-cognitive skills are something that can be taught.
Paul  discusses research that suggests these kinds of skills can indeed be
learned in a classroom, even with young people, like Kewauna, facing
especially adverse situations, and also the success of various programs that
revolve around early interventions.  Ira reports on a mother and daughter in
Chicago, Barbara and Aniya McDonald, who have been working with a program
designed to help them improve their relationship — and ultimately to put
Aniyah in a strong position to learn non-cognitive skills. (38 1/2 minutes)

",60,"Sep 14, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=474,""
2012,475,Send a Message,"",60,"Sep 28, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=475,""
2012,476,What Doesn't Kill You,"",60,"Oct 5, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=476,""
2012,477,Getting Away With It,"",60,"Oct 19, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=477,""
2012,478,Red State Blue State,"We surveyed hundreds of people around the country, from every part of the political spectrum, about the ways in which politics are interfering with their friendships and families. Producer Lisa Pollak reports. (20 minutes)

We collaborated with American Public Media’s Public Insight Network to find some of the interviewees for this story. Individual stories about how politics have affected personal relationships appear on their website.



A portrait of what it looks like when politics gets polarized, and how hard it is for people in the middle to hang on.  Producer Sarah Koenig explains what happened when a wave of Republican politicians swept to power with a three-to-one majority in 2010. New Hampshire’s a small state, and the shift to a more divisive in-your-face kind of politics happened very quickly, so it’s possible to see exactly what’s gained and lost when that happens.   (30 1/2 minutes)



",60,"Nov 2, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=478,""
2012,479,Little War on the Prairie,"John continues the story of the Dakota War of 1862, and how it resulted in the expulsion of the Dakota people from the state of Minnesota. Then John goes back to his hometown to see how this history is being taught today. He speaks with historian Mary Wingerd, author of  North
Country: The Making of Minnesota, about why so many people — including both of them — grew up in Minnesota and heard so little about the war. And he witnesses Dakota people, on the 150th anniversary of the war, crossing the state line and returning to Minnesota. (26 minutes)



",60,"Nov 23, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=479,""
2012,480,Animal Sacrifice,"Susan Orlean tells us about the moment America asked untrained household canines to make the ultimate sacrifice: to serve in World War II. Susan talks to Gina Snyder, who remembers being a teenager when her dog Tommy
joined the service. And Susan digs into the national archives to learn the
fate of other dogs that fought on the front lines. A version of this story
appears in Susan’s book Rin Tin Tin: The Life and the Legend. (20 minutes)





",60,"Nov 30, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=480,""
2012,481,This Week,"",60,"Dec 7, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=481,""
2012,482,"Lights, Camera, Christmas!","",60,"Dec 21, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=482,""
2013,483,Self-Improvement Kick,"",60,"Jan 4, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=483,""
2013,484,Doppelgängers,"



",60,"Jan 11, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=484,""
2013,485,Surrogates,"",60,"Jan 25, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=485,""
2013,486,Valentine's Day,"",60,"Feb 8, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=486,""
2013,487,"Harper High School, Part One","",60,"Feb 15, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=487,""
2013,488,"Harper High School, Part Two","",60,"Feb 22, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=488,""
2013,489,"No Coincidence, No Story!","

",60,"Mar 1, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=489,""
2013,490,Trends With Benefits,"",60,"Mar 22, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=490,""
2013,491,Tribes,"",60,"Mar 29, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=491,""
2013,492,Dr. Gilmer and Mr. Hyde,"",60,"Apr 12, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=492,""
2013,493,Picture Show,"",60,"Apr 19, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=493,""
2013,494,Hit the Road,"Andrew Forsthoefel's story continues. (30 min)

Andrew produced the radio story with Jay Allison.  Thanks to Viki Merrick. An hour-long version of the story and photos from the trip are at Transom.org, a nonprofit website that explains how to record 
and produce your own stories.

Andrew story features interviews with the following people:

Bill Guy, Shady Grove, AL
Therese Jornlin, Chadds Ford, PA
Hacky Pitts, High Point, NC
Ollie Ware, Franklin, LA
Karie Fugett, Foley, AL
Emma Lou Dailey, Beatrice, AL
Otho Rogers, Melrose, NM
Chris and James Paisano, Fort Defiance, AZ

",60,"May 3, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=494,""
2013,495,Hot In My Backyard,"",60,"May 17, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=495,""
2013,496,When Patents Attack... Part Two!,"",60,"May 31, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=496,""
2013,497,This Week,"",60,"Jun 14, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=497,""
2013,498,The One Thing You're Not Supposed To Do,"",60,"Jun 21, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=498,""
2013,499,Taking Names,"",60,"Jun 28, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=499,""
2013,500,500!,"Julie Snyder talks about a favorite passage from Sarah Vowell's story in episode 107: Trail of Tears:

Then she talks about Alex Blumberg's interview with Griffin Hansbury in episode 220: Testosterone:

Producer Robyn Semien talks about Ira's interview with Denise Moore, who was trapped in the New Orleans Convention Center after Hurricane Katrina. That interview was in episode 296: After the Flood:

Nancy Updike picked John Hodgman's story about trying to write a screenplay for a movie that already existed, from episode 232: The Real Story:

Then Sarah Koenig talks about Nancy's writing in episode 266: I’m from the Private Sector and I’m Here to Help, about military contractors in Iraq:

Sarah also talks about Josh Bearman's story about his mom and brother, from episode 334: Duty Calls:

And about Ira's interview with Tami Sagher in episode 314: It’s Never Over:



Several producers talked about the first stories they ever heard on the show, before they worked here. Former producer Jonathan Goldstein, now host of WireTap, remembers the prologue to episode 27: The Cruelty of Children:

Then producer Brian Reed talks about the first time he heard the show, when Ira spoke at his college and played a story by Jack Hitt from episode 188: Kid Logic:

Alex Blumberg talks about an early story by Adam Davidson, Alex's current colleague at Planet Money, from episode 94: How To. The story is about Adam trying to figure out how much his life would be worth, if he died in an accident:

At the end of the show, Ira talks about his own favorite episodes. Some of his favorites are also listener favorites, like Notes on Camp, Somewhere In The Arabian Sea, Harper High School Parts One and Two, Switched at Birth, Dr. Gilmer and Mr. Hyde, Starlee Kine's story from Break-Up, The Giant Pool of Money, and the episode about Harold Washington.

But a lot of Ira's favorites are shows he likes for admittedly selfish reasons, when the experience of making the story just meant a lot to him — like the episode we did about David Rakoff after David died, the episode where Ira hung out in Paris with David Sedaris, the one where we tried to recreate the original recipe for Coca-Cola, or when Ira got to go to a Medieval Times restaurant with a noted medieval scholar, or talk with lots and lots of people in Georgia about a small town judge who had been accused of wrongdoing and eventually stepped down. Surprisingly, in the early years the show also helped Ira bond with his mom and dad, who had been skeptical about his choice to go into public radio.

Our 500th episode ends with Julie Snyder talking about the only story that still makes her cry, no matter how many times she hears it, from episode 241: 20 Acts in 60 Minutes: 
 



",60,"Jul 12, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=500,""
2013,501,The View From In Here,"









",60,"Jul 26, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=501,""
2013,502,This Call May Be Recorded... To Save Your Life,"",60,"Aug 9, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=502,""
2013,503,I Was Just Trying To Help,"",60,"Aug 16, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=503,""
2013,504,How I Got Into College,"",60,"Sep 6, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=504,""
2013,505,Use Only as Directed,"",60,"Sep 20, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=505,""
2013,506,Secret Identity,"



",60,"Oct 4, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=506,""
2013,507,Confessions,"





",60,"Oct 11, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=507,""
2013,508,Superpowers 2013,"",60,"Oct 18, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=508,""
2013,509,It Says So Right Here,"



",60,"Oct 25, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=509,""
2013,510,Fiasco!,"",60,"Nov 1, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=510,""
2013,511,The Seven Things You're Not Supposed to Talk About,"



",60,"Nov 8, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=511,""
2013,512,House Rules,"



Once the Fair Housing Act became law in 1968, there was some question about how to implement it and enforce it.  George Romney, the former Republican Governor of Michigan and newly-appointed Secretary of HUD, was a true believer in the need to make the Fair Housing Law a powerful one — a robust attempt to change the course of the nation's racial segregation. Only problem was: President Richard Nixon didn't necessarily see it that way.  With Nikole Hannah-Jones, Nancy Updike continues the story.  (16 minutes)

",60,"Nov 22, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=512,""
2013,513,129 Cars,"",60,"Dec 13, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=513,""
2013,514,Thought That Counts,"",60,"Dec 20, 2013",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=514,""
2014,515,Good Guys,"",60,"Jan 10, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=515,""
2014,516,Stuck In The Middle,"",60,"Jan 17, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=516,""
2014,517,Day At The Beach,"





",60,"Jan 31, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=517,""
2014,518,Except For That One Thing,"",60,"Feb 14, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=518,""
2014,519,Dead Men Tell No Tales,"",60,"Mar 7, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=519,""
2014,520,No Place Like Home,"",60,"Mar 14, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=520,""
2014,521,Bad Baby,"



",60,"Mar 28, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=521,""
2014,522,Tarred and Feathered,"",60,"Apr 11, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=522,""
2014,523,Death and Taxes,"",60,"Apr 25, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=523,""
2014,524,I Was So High,"",60,"May 2, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=524,""
2014,525,Call For Help,"



",60,"May 9, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=525,""
2014,526,Is That What I Look Like?,"",60,"May 23, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=526,""
2014,527,180 Degrees,"





",60,"Jun 13, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=527,""
2014,528,The Radio Drama Episode,"



",60,"Jun 20, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=528,""
2014,529,Human Spectacle,"",60,"Jun 27, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=529,""
2014,530,Mind Your Own Business,"",60,"Jul 18, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=530,""
2014,531,Got Your Back,"



",60,"Jul 25, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=531,""
2014,532,Magic Words,"







",60,"Aug 15, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=532,""
2014,533,"It's Not the Product, It's the Person","",60,"Sep 5, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=533,""
2014,534,A Not-So-Simple Majority,"",60,"Sep 12, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=534,""
2014,535,Origin Story 2014,"",60,"Sep 19, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=535,""
2014,536,The Secret Recordings of Carmen Segarra,"















",60,"Sep 26, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=536,""
2014,537,The Alibi,"",60,"Oct 3, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=537,""
2014,The Alibi,,"",60,"",http://serialpodcast.org/season-one/1/the-alibi,""
2014,538,Is This Working?,"",60,"Oct 17, 2014",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=538,""
2015,544,Batman,"",60,"Jan 9, 2015",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=544,""
2015,545,"If You Don't Have Anything Nice to Say, SAY IT IN ALL CAPS","",60,"Jan 23, 2015",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=545,""
1995,1,New Beginnings,"Ira talks with Joe Franklin, host of the longest running talk show in television history, to get advice for his new radio show. (6 minutes)

After he goes to Jerusalem and sleeps on what is supposedly the very spot where Jesus was crucified, Kevin Kelly has a revelation: that he should live the next six months as if he would die at the end of them. So he gives away nearly everything he owns, and tries to live each day as if his death is imminent — which turns out to be a great challenge. This story was eventually used in a much later program, Shoulda Been Dead. At the time of this interview, Kevin Kelly was executive editor of Wired magazine. Now he's a contributing editor there, and also runs the Cool Tools website. (23 minutes)

Ira calls his parents Shirley Glass and Barry Glass in Baltimore to ask them for advice about his new radio show. (7 minutes)

When filmmaker and performance artist Lawrence Steger found out he was HIV positive, he was just about to go out on across country road trip with a friend of his. (13 minutes)

Ira talks with Ed Ryder, who was wrongly imprisoned for twenty years and recently released. The whole time Ryder was in prison, he dreamt of starting up a band. Now, out of prison, he's done just that. Ira asks him if music means different things to him now that his future is more his own. We replayed his rendition of ""God Bless the Child"" in the show Lockup. (9 minutes)

",60,"Nov 17, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=1,""
1995,2,Small Scale Sin,"The Golden Peacock. Playwright Jeff Dorchen creates an original radio play inspired by the musings of the three boys in the previous story. (10 minutes)

Poet Michael Warr talks with Ira and reads some of his poems inspired by his childhood. Warr grew up as a Jehovah's Witness and found that he had some problems with the religion's rules.  He is the author of several books of poetry. (8 minutes)

In the 1990s, Eli was a member of MOD, one of the most infamous and accomplished computer hacking groups in history. He was eventually arrested and served time in a minimum-security prison and home confinement. It turns out that the very sins he committed that led him to serve time were more in demand in prison than they ever were on the outside. (26 minutes)

",60,"Nov 24, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=2,""
1995,3,Poultry Slam 1995,"Duki's story. When Danielle's family serves poultry at their dinner table, no one utters the word ""chicken."" Instead, it is always called ""fish."" Danielle explains why with the help of her friend ""Duki."" (20 minutes)

Julie Showalter, who grew up on a turkey farm, tells the story of the night 3,000 turkeys died. (8 minutes)

A poultry-themed poem by Luis Rodriguez. (4 minutes)

Verda Mae Grosvenor, host of NPR's Seasonings, shows Ira how to tell a chicken is done simply by listening the sound of the grease. (6 minutes)

Writer David Sedaris tells of the giddiness he felt when he purchased a taxidermy turkey head — attached to its foot. (3 minutes)

",60,"Dec 1, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=3,""
1995,4,Vacations,"Host Ira Glass shares photos (on the radio) of his family vacation in Hawaii. He poses the question: What can families do on vacation that make them feel closer? (9 minutes)

Writer/singer/performer Sandra Tsing Loh reads a story about a family vacation arranged by her mother, who believed that vacations couldn't be merely for leisure—they had to be educational. Which is how the family ended up vacationing in...Ethiopia. (22 minutes)

Contributor David Sedaris tells a story about discovering the possibilities—and pitfalls—of travel by hitchhiking. (25 minutes)

",60,"Dec 8, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=4,""
1995,5,Anger and Forgiveness,"Former Harpers magazine editor and TAL contributor Jack Hitt wrote an editorial about Susan Smith, who murdered her two children in South Carolina. The editorial redirected the rage from Smith toward Hitt. One of the countless angered readers of Hitt's piece gets a chance to confront him about his plea for forgiveness for Susan Smith. (15 minutes)

Performance artists Iris Moore and Larry Steeger provide monologues on forgiveness. Larry's was based on the testimony of serial murderer Jeffrey Dahmer.

In the last few years, laws and sentencing guidelines have become much harsher. Sociologically this has had some good effects. Chicago attorney Darron Bowden presents a more negative effect to such inflexibility in the case of the sentencing of one 13-year-old boy. (6 minutes)

Glen Fitzgerald, a Chicago missionary who works with gang members, talks about his concept of forgiveness, and how important it is to being Christian. (9 minutes)

A story by Cheryl Trykv, read by the author in front of a live audience at The Hothouse, illustrates what it means when the sinner makes no attempt to seek forgiveness. (14 minutes)

",60,"Dec 15, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=5,""
1995,6,Christmas,"A Christmas tree story by Chicago playwright/musician Beau O'Reilly. (14 minutes)

A story about Christmas at Juvenile Court by Chicago novelist/editor Reginald Gibbons. (10 minutes)

Peter Clowney reports on Christmas at the Faith Tabernacle Baptist Church.

Music from Faith Tabernacle Baptist Church all through the hour. (9 minutes)

",60,"Dec 22, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=6,""
1995,7,Quitting,"Evan Harris was entrenched in her life, stalled and going nowhere both personally and professionally. A silly conversation with a co-worker about the letter ""Q"" led her to start a magazine called Quitter Quarterly. That one conversation changed her life completely. (22 minutes)

A story about quitting by Sandra Tsing Loh. (10 minutes)

Ira explores the question of when it's time to quit a relationship through rare recordings of bickering between roommates—recorded by the next-door neighbors. (9 minutes)

Lisa Buscani reads a two-part story about not being able to quit something or someone. The piece was written for This American Life. (13 minutes)

Dwight Okita reads the poem ""Farewell Samba"" from his book Crossing with the Light.

Ira Glass reads Philip Larkin's poem ""Poetry of Departures."" (3 minutes)

",60,"Dec 29, 1995",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=7,""
1996,8,New Year,"Eighteen-year-old Claudia Perez takes Ira on a tour of her Chicago neighborhood and looks at what 1995 was like for her community. (18 minutes)

Ira talks with Karen Hutt, Director of Religious Education for the First Unitarian Church of Chicago, who one Sunday gave a sermon at the church about her experience as the first black child to integrate the Philadelphia public school system. The sermon inspired a project: Hutt, along with Laura Finnegan, collected an oral history of the experiences of African American members of the congregation about their own experiences as the ""first"" integrators of their neighborhoods or organizations. (31 minutes)

Claudia Perez returns to talk about her year from a more personal perspective. (7 minutes)

",60,"Jan 3, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=8,""
1996,9,Julia Sweeney,"Julia talks about her brother Michael's cancer. He was diagnosed with non-Hodgkins lymphoma, stage four. He had no insurance. Julia took care of him, and he and her parents moved into her house to be near a cancer treatment center. (25 minutes)

In the second half of the show, she talks about her own cancer — cervical cancer that was diagnosed six months after her brother got sick. Julia eventually turned some of these vignettes into a one-woman show called God Said, Ha!, which Quentin Tarantino made into a movie and Julia released as a book. The comedy club where she performed, Un-Cabaret, is devoted to getting very funny people to tell unusually honest stories. Julia's latest one-woman show is called Letting Go of God, excerpts of which are heard in our episode Godless America. (25 minutes)

",60,"Jan 10, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=9,""
1996,10,Double Lives,"A talk with a father who's deceiving his own children. (15 minutes)

Sketches from the neo-futurists on the subject of double lives.

 Then, host Ira Glass discovers that his mom is being quoted in national magazines as a ""sexpert."" (12 minutes)

Susan Bergman returns to read an excerpt from her book. (8 minutes)

",60,"Jan 17, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=10,""
1996,11,Enemies,"Bob and Dave were close childhood friends — until their relationship began to lead their peers to believe that it might be more than a friendship. The accusations led to Dave turning on Bob. (11 minutes)

The story of Dave and Bob continues. For reasons that Bob never fully understood, Dave successfully turned everyone in their school against his former friend, even forming clubs devoted to hating Bob. (13 minutes)

Ira reaches current-day Dave, who is a born-again Christian living with his parents. According to Dave, Bob was at fault for the breakdown in their relationship, because Bob had decided to become friends with someone else. He remembers very little of the fight that is so vivid in Bob's memory. (11 minutes)

Sarah Thyre reads author David Sedaris' ""The Last Time You'll Ever Hear from Me,"" a story of the ultimate Machiavellian scheming. (7 minutes)

",60,"Jan 24, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=11,""
1996,12,Animals,"This American Life contributor Paul Tough visits Catherine Chalmers. She raises small animals and insects in her apartment, feeds them to each other, and photographs them eating each other. (23 minutes)

An original radio drama called ""Kathleen on the Carpet,"" in which animals talk and hold their own ""animal court."" It's a comedy by David Sedaris, starring our own radio theater company, the Pinetree Gang. (14 minutes)

Anthropologists agree that humans stopped being animals when they started walking upright, on two legs. But scientists don't agree on why our ancestors did this. Ten years ago, Scott Carrier decided to do his own research on the subject.  He is the author of Running After Antelope.  (13 minutes)

",60,"Jan 31, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=12,""
1996,13,Love,"Host Ira Glass explores a self-help cassette tape that promises to bring the listener peace about being single. The only problem is that it achieves this by having you envision your perfect romantic partner. (13 minutes)

Artist Julie Laffin talks about the inspiration for her ""kissing projects."" Jessica Yu's film Breathing Lessons is about Mark O'Brien, a man using an ""iron lung."" In this excerpt, Mark talks about the yearning he tries to quell through the use of sex surrogates. Poet Luis Rodriguez reads his poem ""Waiting."" Writer Doris Wilbur tells a story of wanting love. (20 minutes)

Audio artist Gregory Whitehead weaves a story of sexual discovery. And This American Life producer Nancy Updike makes an odd discovery about condom use ... or the lack thereof. (15 minutes)

Ira describes a wedding held in the dingy basement room of the City of Chicago's Marriage Court. (10 minutes)

",60,"Feb 7, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=13,""
1996,14,Accidental Documentaries,"A Midwestern family records a ""letter on tape"" to their son, who is in medical school in California. Three decades later, the recording somehow ends up in a thrift store. The tape gives a complicated portrait of what goes on among the family members. Mother wishes that Father were more religious. Daughter is miffed because Dad won't help her solve her financial problems. Dad tells corny jokes and talks enthusiastically about machines, extrusions and drills used for the family business run from the basement — a business everyone else in the family resents. And after the old tapes, Ira interviews the son they were sending these to, Arthur Davis. (26 minutes)

Ira plays tapes of his own father, Barry, who was a radio deejay in the mid-1950s. Barry gave up spinning records when he decided that he couldn't make a decent living at it, and for over a decade he was against his son going into radio, not wanting him to waste time the way he did. (14 minutes)

Nora Moreno with tapes of her father, a pioneer in Spanish-language broadcasting in America. Her mother fell in love with her father because of his poetic character on the radio, but in real life, the very things that attracted her to him over the radio drove them apart. (13 minutes)

",60,"Feb 21, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=14,""
1996,15,Dawn,"Who are the people we remember as significant figures from our childhood? What is their hold on our imaginations as we age? Ira visits McCosh Elementary on Chicago's South Side, where a man everyone calls ""Mr. Lewis"" is the surrogate dad for hundreds of kids — a nearly mythic figure. (6 minutes)

Jack Hitt's quest to find out the truth about the man who lived down the street from him 30 years ago in South Carolina: Gordon Langley Hall, a.k.a. Dawn Langley Hall Simmons. Gordon was rumored to have had one of the first sex change operations in America, then to have married a black man, then to have borne the black man's child. It was said he had a full coming-out party for his Chihuahua. It was said he had voodoo powers. Jack's father, the editor of the local paper in Charleston, generally refused to publish anything about Dawn because it was too sensational — even after big city papers and network TV crews decided Dawn was news. Jack sets out to find what was true and what was rumor about Gordon Langley Hall, and stumbles onto a sprawling story about changing cultural morés in America. (Act One continues after the break; total time is about 41 minutes)

Two-and-a-half years after Jack Hitt wrote the story that makes up Act One of our show, he returned to the tale of Dawn Langley Simmons. He brings us up to date on his new conclusions.

",60,"Feb 28, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=15,""
